name	rc	container_fixme	serial_fixme	wineusb_unhandled	unsupported	missing_import	vm_fail	dll_fail	seh_tail	loader	log
shell_icon_probe	143	0	0	0	0	0	0	0	0	126	reports/lane-c-wineusb-query-id-family-verify-20260605150846/shell_icon_probe.log
