name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	wow64_btcpu	log
gta_vc_setup	143	0	0	0	0	0	0	0	reports/lane-c-gta-vc-setup-fixme-scan-20260605151907/gta_vc_setup.log
