name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	wow64_btcpu	log
clipboard_text_x86	143	0	0	0	0	0	0	0	reports/lane-c-pe32-clipboard-post-wineusb-20260605154724/clipboard_text_x86.log
