name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	wow64_btcpu	log
half_life_hltv	143	0	0	0	0	0	0	0	reports/lane-c-half-life-hltv-post-wineusb-20260605153758/half_life_hltv.log
