name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	wow64_btcpu	log
half_life_hl	143	0	0	0	0	0	0	0	reports/lane-c-half-life-hl-post-wineusb-20260605153529/half_life_hl.log
