x86-gdi-text	rc=53	unsupported=0	vm=0	dll=0	stub=0	hb=0	native4000000e=4	leave4000000e=0	native40000003=10	leave40000003=0	wow64=104
x86-clipboard-text	rc=53	unsupported=0	vm=0	dll=0	stub=0	hb=0	native4000000e=2	leave4000000e=0	native40000003=8	leave40000003=0	wow64=88
x86-memory	rc=143	unsupported=0	vm=0	dll=0	stub=0	hb=0	native4000000e=0	leave4000000e=0	native40000003=3	leave40000003=0	wow64=63
