name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	wow64_btcpu	log
half_life_hlds	143	0	0	0	0	0	0	0	reports/lane-c-half-life-hlds-post-wineusb-20260605155241/half_life_hlds.log
