name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	log
npp_installer_x64_package	143	0	0	0	0	0	0	reports/lane-c-npp-installer-fixme-scan-20260605151701/npp_installer_x64_package.log
