name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	wow64_btcpu	log
gta_vc_dxsetup	143	0	0	0	0	0	0	0	reports/lane-c-gta-vc-dxsetup-post-wineusb-20260605155547/dxsetup.log
