name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	log
shell_icon_probe	143	0	0	0	0	0	0	reports/lane-c-dialog-shell-fixme-scan-20260605151445/shell_icon_probe.log
