name	rc	fixme	unsupported	missing_import	vm_fail	dll_fail	seh_tail	wow64_btcpu	log
gta_vc_autorun	143	0	0	0	0	0	0	0	reports/lane-c-gta-vc-autorun-post-wineusb-20260605154947/gta_vc_autorun.log
